City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
462,Joshimath,IN,30.5667,79.5667,63.81,75,93,3.76,overcast clouds
463,Fruitvale,US,39.0817,-108.4968,69.73,17,0,20.71,clear sky
464,Carauari,BR,-4.8828,-66.8958,81.64,85,73,2.51,broken clouds
465,Roald,NO,62.5833,6.1333,48.34,66,75,11.5,broken clouds
466,Labuhan,ID,-6.8844,112.2051,79.21,86,51,5.21,broken clouds
467,Nagato,JP,34.3833,131.2,64.2,97,100,5.59,overcast clouds
468,Port Lincoln,AU,-34.7333,135.8667,59.32,79,100,10.13,overcast clouds
469,Enumclaw,US,47.2043,-121.9915,49.82,89,100,1.99,moderate rain
470,Paita,PE,-5.0892,-81.1144,70.41,74,24,16.62,few clouds
471,Dourados,BR,-22.2211,-54.8056,66.2,60,0,3.15,clear sky
472,Sisimiut,GL,66.9395,-53.6735,25.5,66,90,14.85,overcast clouds
473,Jalu,LY,29.0331,21.5482,70.25,65,9,9.46,clear sky
474,Kaitangata,NZ,-46.2817,169.8464,45.79,77,78,5.01,broken clouds
475,Ca Mau,VN,9.1769,105.15,79.32,87,96,3.69,overcast clouds
476,Greymouth,NZ,-42.4667,171.2,50.25,82,92,4.32,overcast clouds
477,Pisco,PE,-13.7,-76.2167,70.02,73,0,8.05,clear sky
478,Masty,BY,53.4122,24.5387,47.59,77,66,11.05,broken clouds
479,Toora-Khem,RU,52.4675,96.11,32.83,68,1,2.44,clear sky
480,Santa Fe,AR,-31.6333,-60.7,67.01,58,38,3.0,scattered clouds
481,Pushkinskiye Gory,RU,57.0209,28.9103,46.89,68,4,11.3,clear sky
482,Toyooka,JP,35.5333,134.8333,64.44,97,100,2.62,overcast clouds
483,Recodo,PH,6.9519,121.9636,77.02,100,100,8.05,overcast clouds
484,Stornoway,GB,58.2093,-6.3865,48.16,89,75,11.5,broken clouds
485,Upington,ZA,-28.4478,21.2561,62.78,20,0,6.42,clear sky
486,Manyana,BW,-23.4,21.7167,63.12,29,2,6.42,clear sky
487,Bria,CF,6.5423,21.9863,69.98,96,100,7.87,moderate rain
488,Moron,AR,-34.6534,-58.6198,60.03,72,9,6.35,clear sky
489,Badvel,IN,14.75,79.05,79.47,79,100,8.43,overcast clouds
490,Yumen,CN,40.2833,97.2,45.79,22,87,27.89,overcast clouds
491,Ilhabela,BR,-23.7781,-45.3581,69.8,83,85,6.11,light rain
492,Dargaville,NZ,-35.9333,173.8833,52.83,76,14,3.42,few clouds
493,Huron,US,41.1501,-82.5499,83.66,46,96,9.4,overcast clouds
494,Walvis Bay,NA,-22.9575,14.5053,62.58,63,74,14.65,broken clouds
495,Ilan,TW,24.757,121.753,77.36,99,100,1.48,overcast clouds
496,Half Moon Bay,US,37.4636,-122.4286,69.58,59,75,17.27,broken clouds
497,Kurumkan,RU,54.3,110.3,38.44,70,6,1.81,clear sky
498,Saint-Leu,RE,-21.15,55.2833,70.32,72,21,8.52,few clouds
499,Saint Anthony,US,45.0205,-93.218,86.67,59,0,17.27,clear sky
500,Itarema,BR,-2.9248,-39.9167,78.82,88,56,10.76,broken clouds
501,Bundaberg,AU,-24.85,152.35,72.21,99,75,5.75,light rain
502,Pirojpur,BD,22.5667,89.9833,81.27,82,2,11.27,clear sky
503,Den Helder,NL,52.9599,4.7593,55.94,88,100,13.0,overcast clouds
504,Samarai,PG,-10.6167,150.6667,81.59,78,98,6.15,overcast clouds
505,Qena,EG,26.1615,32.7183,86.58,21,0,3.65,clear sky
506,Evans,US,33.5337,-82.1307,80.98,54,100,11.5,overcast clouds
507,Devils Lake,US,48.1128,-98.8651,62.58,77,75,19.57,broken clouds
508,Valvedditturai,LK,9.8167,80.1667,83.52,77,70,18.97,broken clouds
509,Srandakan,ID,-7.9386,110.2506,78.17,88,39,3.65,scattered clouds
510,Tessalit,ML,20.1986,1.0114,90.79,7,0,10.49,clear sky
511,Bilibino,RU,68.0546,166.4372,28.13,84,42,4.05,scattered clouds
512,Boke,GN,10.9409,-14.2967,78.35,75,100,6.96,overcast clouds
513,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,64,20,12.66,few clouds
514,Diego De Almagro,CL,-26.3667,-70.05,73.27,23,4,6.78,clear sky
515,Flin Flon,CA,54.7682,-101.865,68.58,26,30,2.71,scattered clouds
516,Northam,GB,51.0333,-4.2167,53.38,87,69,15.21,broken clouds
517,Bera,BD,24.0833,89.6167,81.41,83,76,17.96,broken clouds
518,Banikoara,BJ,11.2985,2.4386,90.9,40,22,4.83,few clouds
519,Romitan,UZ,39.9343,64.3814,73.35,35,0,4.61,clear sky
520,Abramovka,RU,51.1886,41.0202,60.31,62,84,21.27,broken clouds
521,Marawi,PH,7.9986,124.2928,70.41,93,100,2.68,overcast clouds
522,Mehamn,NO,71.0357,27.8492,37.35,87,75,16.11,broken clouds
523,Ukiah,US,39.1502,-123.2078,66.16,48,100,12.66,overcast clouds
524,Avera,US,33.194,-82.5271,82.38,54,88,12.84,overcast clouds
525,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.1,78,55,2.73,broken clouds
526,Cruzeiro Do Oeste,BR,-23.785,-53.0733,61.79,82,0,3.47,clear sky
527,Magadan,RU,59.5667,150.8,42.53,84,76,4.16,broken clouds
528,Luan,CH,46.3592,6.9759,60.33,64,78,5.99,light rain
529,Rawson,AR,-43.3002,-65.1023,56.41,74,100,26.89,overcast clouds
530,Springbok,ZA,-29.6643,17.8865,44.02,83,0,2.59,clear sky
531,Umarga,IN,17.8333,76.6167,87.62,50,96,9.1,overcast clouds
532,Hasaki,JP,35.7333,140.8333,64.8,97,100,9.55,light rain
533,Ejido,VE,8.5514,-71.2375,75.33,80,100,3.94,overcast clouds
534,Chernyshevskiy,RU,63.0128,112.4714,36.03,97,100,4.07,overcast clouds
535,Barra Do Garcas,BR,-15.89,-52.2567,80.65,51,100,2.48,overcast clouds
536,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,9.22,scattered clouds
537,Port Hawkesbury,CA,45.6169,-61.3485,64.58,68,59,8.01,broken clouds
538,Aswan,EG,24.0934,32.907,87.85,15,4,11.86,clear sky
539,Faya,SA,18.3851,42.4509,68.52,32,0,4.79,clear sky
540,Hambantota,LK,6.1241,81.1185,80.15,81,93,15.77,overcast clouds
541,Elat,IL,29.5581,34.9482,78.64,24,0,18.41,haze
542,Vao,NC,-22.6667,167.4833,72.84,60,100,24.92,overcast clouds
543,Charters Towers,AU,-20.1,146.2667,65.75,95,22,9.01,few clouds
544,Jiayuguan,CN,39.8167,98.3,42.6,26,56,12.8,broken clouds
545,Axim,GH,4.8699,-2.2405,80.56,81,100,8.61,overcast clouds
546,Nacala,MZ,-14.5428,40.6728,70.59,85,21,6.76,few clouds
547,Ahipara,NZ,-35.1667,173.1667,55.74,69,39,3.83,scattered clouds
548,Kipushi,CD,-11.7667,27.2333,65.44,60,95,2.93,overcast clouds
549,Kyra,RU,49.5776,111.9753,33.48,89,97,5.3,overcast clouds
550,Piacabucu,BR,-10.4056,-36.4344,77.68,78,2,7.52,clear sky
551,Seydi,TM,39.4816,62.9137,77.11,28,100,9.22,overcast clouds
552,Egvekinot,RU,66.3167,-179.1667,26.37,87,97,3.53,overcast clouds
553,Shache,CN,38.4167,77.2406,70.72,44,100,14.81,overcast clouds
554,Kisangani,CD,0.5167,25.2,74.03,87,73,1.95,broken clouds
555,Saint-Augustin,CA,51.226,-58.6502,55.09,36,38,15.73,scattered clouds
556,Russell,US,32.3502,-85.1999,88.97,37,0,8.05,clear sky
557,Opuwo,NA,-18.0607,13.84,65.01,25,0,7.02,clear sky
558,Fasa,IR,28.9383,53.6482,71.82,10,0,6.38,clear sky
559,Mandera,KE,3.9366,41.867,81.64,64,16,13.76,few clouds
560,Klaksvik,FO,62.2266,-6.589,43.72,65,91,23.64,overcast clouds
561,Palafrugell,ES,41.9174,3.1631,65.43,58,100,1.01,overcast clouds
562,Tarakan,ID,3.3,117.6333,79.59,85,100,3.49,overcast clouds
563,Balykshi,KZ,47.0667,51.8667,55.4,88,87,13.42,mist
564,Vieques,PR,18.425,-65.8329,84.22,65,75,12.66,broken clouds
565,Tamandare,BR,-8.7597,-35.1047,78.06,84,25,7.27,scattered clouds
566,Asau,RO,46.4333,26.4,67.12,83,2,6.6,clear sky
567,Urusha,RU,54.05,122.9,34.07,95,100,2.62,overcast clouds
568,Laredo,US,27.5064,-99.5075,98.89,28,0,13.8,clear sky
569,Coxim,BR,-18.5067,-54.76,83.05,48,98,3.91,overcast clouds
570,Gondanglegi,ID,-7.7479,112.0132,75.2,93,14,5.93,few clouds
571,Camopi,GF,3.1655,-52.3158,78.24,83,37,4.85,scattered clouds
572,Manjacaze,MZ,-24.7117,33.8828,65.01,89,79,5.84,broken clouds
573,Vuktyl,RU,63.8567,57.3094,44.62,77,11,10.33,few clouds
574,Phonhong,LA,18.5007,102.4166,75.83,93,96,1.23,overcast clouds
575,Tres Arroyos,AR,-38.3739,-60.2798,56.19,45,99,11.72,overcast clouds
576,Kharakvasla,IN,18.4333,73.7667,75.99,83,62,10.18,broken clouds
577,Alpena,US,45.0617,-83.4327,89.85,25,0,10.36,clear sky
578,Port Moresby,PG,-9.4431,147.1797,76.39,88,100,4.83,overcast clouds
579,Abong Mbang,CM,3.9833,13.1833,72.41,73,62,0.38,broken clouds
580,Birpur,IN,26.5167,87.0167,80.51,76,3,7.76,clear sky
581,Ramganj Mandi,IN,24.65,75.9333,93.43,15,24,10.96,few clouds
582,Damara,CF,4.9608,18.7035,75.76,74,48,1.25,scattered clouds
583,Chaman,PK,30.9236,66.4512,73.09,8,0,3.36,clear sky
584,Bolpur,IN,23.6667,87.7167,82.8,78,92,13.04,overcast clouds
585,Hualmay,PE,-11.0964,-77.6139,68.2,74,33,11.16,scattered clouds
586,Bethanien,NA,-26.502,17.1583,55.87,29,2,2.17,clear sky
587,Yabassi,CM,4.457,9.9682,75.29,96,81,1.48,light rain
588,Floro,NO,61.5996,5.0328,46.36,81,75,17.27,light intensity shower rain
589,Villarrica,PY,-25.75,-56.4333,63.37,86,13,2.75,few clouds
590,Teahupoo,PF,-17.8333,-149.2667,80.56,71,25,18.81,scattered clouds
591,Nara,JP,34.6851,135.8049,65.5,89,100,4.63,overcast clouds
592,Rodez,FR,44.5,2.5833,64.08,51,0,6.91,clear sky
593,Sabha,LY,27.0377,14.4283,68.81,40,0,16.22,clear sky
594,Imbituba,BR,-28.24,-48.6703,66.09,76,7,5.99,clear sky
595,Cockburn Town,TC,21.4612,-71.1419,80.02,79,100,12.86,overcast clouds
596,Mishan,CN,45.55,131.8833,44.76,46,2,4.07,clear sky
597,Namibe,AO,-15.1961,12.1522,72.84,72,2,5.88,clear sky
598,Alberton,CA,46.8168,-64.0654,61.38,52,99,6.17,overcast clouds
599,Gostyn,PL,51.8825,17.0123,58.06,69,57,3.89,broken clouds
600,Hamilton,US,39.1834,-84.5333,87.01,33,0,9.22,clear sky
601,Shizunai,JP,42.3339,142.3669,52.9,94,100,9.93,light rain
602,Barra Do Corda,BR,-5.5,-45.25,77.09,91,100,3.06,overcast clouds
603,Tanout,NE,14.9709,8.8879,89.69,15,1,13.09,clear sky
604,Mbulu,TZ,-3.85,35.5333,60.91,81,99,7.99,overcast clouds
605,Biloela,AU,-24.4167,150.5,68.2,96,100,5.3,light rain
606,Santa Maria,BR,-29.6842,-53.8069,55.51,80,1,4.59,clear sky
607,Pandan,PH,14.0453,124.1694,79.07,84,20,6.29,few clouds
608,San Juan,AR,-31.5375,-68.5364,75.7,32,22,5.12,few clouds
609,Ishigaki,JP,24.3448,124.1572,80.02,85,100,21.03,light rain
610,Necochea,AR,-38.5473,-58.7368,53.35,61,51,9.46,broken clouds
611,Taitung,TW,22.7583,121.1444,79.77,73,100,10.07,overcast clouds
612,Caceres,ES,39.522,-6.3748,70.21,32,54,2.73,broken clouds
613,Cachoeira Do Sul,BR,-30.0392,-52.8939,55.81,74,2,0.94,clear sky
614,Miyako,JP,39.6367,141.9525,59.34,94,100,7.63,overcast clouds
615,Akyab,MM,20.15,92.9,79.86,84,10,2.48,clear sky
616,Kangaatsiaq,GL,68.3065,-53.4641,23.18,78,88,6.29,overcast clouds
617,Miri,MY,4.4148,114.0089,77.05,90,99,5.21,overcast clouds
618,Juegang,CN,32.3174,121.1855,59.92,92,100,8.9,overcast clouds
619,Porbandar,IN,21.6422,69.6093,82.54,80,3,14.09,clear sky
620,Pangnirtung,CA,66.1451,-65.7125,21.47,85,61,3.96,broken clouds
621,Porto Novo,BJ,6.4965,2.6036,81.5,79,93,7.83,overcast clouds
622,Samfya,ZM,-11.3649,29.5565,63.3,68,33,6.91,scattered clouds
623,Ajdabiya,LY,30.7554,20.2263,67.77,67,0,2.55,clear sky
624,Aksha,RU,50.2814,113.2867,36.09,97,100,2.91,overcast clouds
625,Ayni,TJ,39.3941,68.5377,57.92,65,0,5.08,clear sky
626,Hemnesberget,NO,66.2333,13.6333,43.57,92,100,8.59,light rain
627,Bose,IT,45.4612,8.0137,67.23,90,100,2.82,overcast clouds
628,Sohag,EG,26.557,31.6948,84.65,19,0,11.3,clear sky
629,Cabra,ES,37.4725,-4.4421,67.21,41,73,5.64,broken clouds
630,Mujiayingzi,CN,42.1167,118.7833,38.5,28,0,6.64,clear sky
631,Atar,MR,20.5169,-13.0499,95.52,16,42,10.8,scattered clouds
632,Bayugan,PH,8.7561,125.7675,72.46,97,83,1.16,broken clouds
633,Te Anau,NZ,-45.4167,167.7167,47.52,88,100,2.51,overcast clouds
634,Mawlaik,MM,23.6333,94.4167,76.66,91,99,1.54,overcast clouds
635,Marquette,US,46.5333,-87.6335,60.67,75,94,6.04,overcast clouds
636,Diffa,NE,13.3154,12.6113,93.49,30,98,11.97,overcast clouds
637,Clyde River,CA,70.4692,-68.5914,25.03,74,20,19.57,few clouds
638,Aktash,RU,50.3,87.7333,34.11,47,2,1.36,clear sky
639,Nevelsk,RU,46.6733,141.8633,47.55,68,100,5.82,overcast clouds
640,Mildura,AU,-34.2,142.15,58.96,100,100,4.61,overcast clouds
641,Douglas,US,41.3,-96.167,95.86,40,0,25.32,clear sky
642,Gallup,US,35.5281,-108.7426,72.36,3,0,12.66,clear sky
643,Aguimes,ES,27.9054,-15.4461,66.83,64,20,12.66,few clouds
644,Bugarama,TZ,-2.8706,30.5281,60.37,95,97,4.36,light rain
645,Mutoko,ZW,-17.397,32.2268,61.9,75,79,2.42,broken clouds
646,Xichang,CN,27.8964,102.2634,61.41,83,75,1.25,broken clouds
647,Ust-Karsk,RU,52.7011,118.8077,32.47,94,100,1.63,overcast clouds
648,Surt,LY,31.2089,16.5887,65.17,70,0,9.01,clear sky
649,Tagusao,PH,9.1924,117.8141,81.57,81,87,2.64,overcast clouds
650,Kawalu,ID,-7.3817,108.2082,73.22,95,21,2.42,few clouds
651,Barao De Melgaco,BR,-16.1944,-55.9675,84.51,48,88,2.21,overcast clouds
652,Somerset West,ZA,-34.084,18.8211,60.3,77,69,10.13,broken clouds
653,Vadso,NO,70.0744,29.7487,38.28,75,40,8.05,scattered clouds
654,Kabinda,CD,-6.1333,24.4833,72.03,65,35,3.44,scattered clouds
655,Burkburnett,US,34.0979,-98.5706,97.48,32,20,17.27,few clouds
656,Rincon De La Victoria,ES,36.7172,-4.2758,69.35,77,80,3.24,broken clouds
657,Tukrah,LY,32.5341,20.5791,62.65,69,17,9.93,few clouds
658,Mecca,SA,21.4267,39.8261,86.72,29,0,4.0,clear sky
659,Sensuntepeque,SV,13.8667,-88.6333,90.19,28,3,1.97,clear sky
660,Barber,CW,12.2833,-69.0667,80.37,85,97,25.01,overcast clouds
661,Tarboro,US,35.8968,-77.5358,70.18,77,100,10.36,overcast clouds
662,Alugan,PH,12.2188,125.4808,79.79,83,91,4.07,overcast clouds
663,Rabo De Peixe,PT,37.8,-25.5833,61.29,81,20,10.36,few clouds
664,Aliwal North,ZA,-30.6937,26.7114,50.85,38,0,1.99,clear sky
665,Kali Vrisi,GR,41.15,23.9,63.88,79,31,3.0,scattered clouds
666,Timmins,CA,48.4669,-81.3331,64.22,88,100,5.75,overcast clouds
667,Kankon,IN,15.0167,74.0167,83.14,84,100,12.59,light rain
668,Alexandria,EG,31.2156,29.9553,67.19,66,3,8.68,clear sky
669,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,100,75,6.71,broken clouds
670,Samana,DO,19.2056,-69.3369,82.62,83,75,6.91,broken clouds
671,Baghdad,IQ,33.3406,44.4009,75.11,23,0,9.22,clear sky
672,Lejanias,CO,3.5251,-74.0216,76.3,91,92,1.45,overcast clouds
673,Ketchikan,US,55.3422,-131.6461,46.87,76,100,6.91,light rain
674,Wellington,NZ,-41.2866,174.7756,50.56,88,39,6.91,scattered clouds
675,Magnolia,US,33.2671,-93.2393,90.73,35,0,3.27,clear sky
676,Andros Town,BS,24.7,-77.7667,78.76,60,54,5.35,light rain
677,Taguatinga,BR,-12.3857,-46.5711,80.89,31,4,2.51,clear sky
678,Dubbo,AU,-32.25,148.6167,60.93,100,100,9.22,overcast clouds
679,Husavik,IS,66.0449,-17.3389,31.62,97,100,20.36,snow
680,Buzmeyin,TM,38.0507,58.2056,60.53,82,100,13.8,thunderstorm with light rain
681,Nuristan,AF,35.3,70.8333,38.46,50,0,11.54,clear sky
682,Great Falls,US,47.5002,-111.3008,54.79,59,100,11.99,overcast clouds
683,San Luis,AR,-33.295,-66.3356,66.9,51,100,11.83,overcast clouds
684,Tabon,PH,9.2388,117.9946,80.89,81,85,3.13,overcast clouds
685,Marsh Harbour,BS,26.5412,-77.0636,76.12,63,29,2.51,scattered clouds
686,Moerai,PF,-22.4333,-151.3333,79.92,75,47,14.9,scattered clouds
687,Seoul,KR,37.5683,126.9778,61.99,57,100,3.58,overcast clouds
688,Fresnillo,MX,23.1667,-102.8833,82.62,17,6,11.59,clear sky
689,Teocuitatlan De Corona,MX,20.1167,-103.4,92.98,15,3,3.44,clear sky
690,Bilari,IN,28.6333,78.8,85.87,43,0,6.17,clear sky
691,Kavarskas,LT,55.4333,24.9167,46.76,79,11,15.14,few clouds
692,Kashi,CN,39.4547,75.9797,56.41,88,40,6.71,light intensity shower rain
693,Pochutla,MX,15.7432,-96.4661,94.82,46,3,9.24,light rain
694,Gat,IL,31.61,34.7642,69.4,61,20,5.93,few clouds
695,Tilichiki,RU,60.4667,166.1,32.83,90,100,4.88,overcast clouds
